index_date,nominal_retail_sales_(index)_forecast
2021-12-01,170.63201525631223
2022-01-01,144.47963739296057
2022-02-01,136.80100559315866
2022-03-01,143.77571098369643
2022-04-01,137.96388721792584
2022-05-01,146.7516958685511
2022-06-01,147.4708025808144
2022-07-01,155.53439447276867
2022-08-01,156.24530656298705
2022-09-01,152.78783859758443
2022-10-01,159.55817673780788
2022-11-01,165.363993950971
