index_date;nominal_retail_sales_(index)
2018-09-01;109.046181112007
2018-10-01;110.514072190158
2018-11-01;111.891038897399
2018-12-01;109.553569697586
2019-01-01;112.488740216123
2019-02-01;114.618190335355
2019-03-01;111.467598700888
2019-04-01;115.125919556045
2019-05-01;114.293164968528
2019-06-01;112.444049434814
2019-07-01;114.968423666479
2019-08-01;114.597876088766
2019-09-01;115.141862948903
2019-10-01;117.467399468287
2019-11-01;117.57304518543
2019-12-01;118.16228869673
2020-01-01;120.81760565044
2020-02-01;121.947957706385
2020-03-01;109.190765661669
2020-04-01;87.89586435246
2020-05-01;98.7063476596297
2020-06-01;112.360554117117
2020-07-01;119.820369034029
2020-08-01;123.280747041619
2020-09-01;129.97131742766
2020-10-01;133.005660005106
2020-11-01;131.888869859804
2020-12-01;131.537664953897
