index_date,nominal_retail_sales_(index)
2018-05-01,0.9000000000000057
2018-06-01,1.3999999999999915
2018-07-01,0.9000000000000057
2018-08-01,6.900000000000006
2018-09-01,-7.0
2018-10-01,6.599999999999994
2018-11-01,5.099999999999994
2018-12-01,13.800000000000011
2019-01-01,-21.5
2019-02-01,-7.0
2019-03-01,6.0
2019-04-01,1.5
2019-05-01,4.199999999999989
2019-06-01,-5.099999999999994
2019-07-01,6.5
2019-08-01,1.0999999999999943
2019-09-01,-5.199999999999989
2019-10-01,8.0
2019-11-01,4.299999999999997
2019-12-01,16.700000000000003
2020-01-01,-23.80000000000001
2020-02-01,-7.8999999999999915
2020-03-01,-3.299999999999997
2020-04-01,-21.60000000000001
2020-05-01,15.200000000000003
2020-06-01,10.099999999999994
2020-07-01,12.100000000000009
2020-08-01,4.299999999999997
2020-09-01,0.4000000000000057
2020-10-01,9.599999999999994
2020-11-01,3.5999999999999943
2020-12-01,16.80000000000001
2021-01-01,-31.30000000000001
2021-02-01,-6.5
2021-03-01,10.5
2021-04-01,0.4000000000000057
2021-05-01,10.800000000000011
2021-06-01,-1.8000000000000114
2021-07-01,10.400000000000006
2021-08-01,-4.099999999999994
2021-09-01,-4.600000000000023
2021-10-01,5.600000000000023
2021-11-01,9.199999999999989
